t v n o
100.34 -50.938313 0.038597189 0.058350466
100.35 -50.956978 0.03649256 0.058322322
100.36 -50.969025 0.034520864 0.058294185
100.37 -50.974663 0.0326741 0.058266062
100.38 -50.974064 0.030944746 0.058237955
100.39 -50.967388 0.029325763 0.058209863
100.4 -50.954769 0.027810542 0.058181785
100.41 -50.936325 0.026392888 0.058153726
100.42 -50.912148 0.025067003 0.058125682
100.43 -50.882309 0.023827452 0.058097661
100.44 -50.84687 0.022669151 0.058069658
100.45 -50.805862 0.021587342 0.058041681
100.46 -50.759308 0.020577578 0.058013722
100.47 -50.707199 0.019635705 0.05798579
100.48 -50.649513 0.01875785 0.057957884
100.49 -50.586216 0.017940396 0.057930004
100.5 -50.517239 0.017179983 0.057902154
100.51 -50.442505 0.016473483 0.057874333
100.52 -50.361908 0.015817996 0.057846546
100.53 -50.275326 0.015210839 0.057818789
100.54 -50.18261 0.014649534 0.057791065
100.55 -50.083588 0.014131801 0.057763383
100.56 -49.978069 0.013655556 0.057735737
100.57 -49.865822 0.013218899 0.057708129
100.58 -49.746605 0.012820112 0.05768057
100.59 -49.620132 0.012457656 0.057653051
100.6 -49.486088 0.012130171 0.057625584
100.61 -49.344131 0.011836477 0.057598166
100.62 -49.193871 0.011575569 0.057570804
100.63 -49.034878 0.011346631 0.057543501
100.64 -48.866684 0.011149032 0.057516262
100.65 -48.688763 0.010982346 0.057489086
100.66 -48.500542 0.010846355 0.057461984
100.67 -48.30138 0.010741071 0.057434961
100.68 -48.090576 0.010666756 0.05740802
100.69 -47.867355 0.010623949 0.057381175
100.7 -47.630852 0.010613498 0.057354428
100.71 -47.380119 0.010636609 0.057327788
100.72 -47.114098 0.010694892 0.057301272
100.73 -46.831619 0.01079044 0.057274885
100.74 -46.531372 0.010925907 0.057248652
100.75 -46.211914 0.011104622 0.057222579
100.76 -45.87162 0.011330732 0.057196695
100.77 -45.508682 0.011609382 0.057171021
100.78 -45.121071 0.011946945 0.057145584
100.79 -44.706512 0.012351328 0.05712042
100.8 -44.262451 0.012832372 0.057095572
100.81 -43.786015 0.013402377 0.057071093
100.82 -43.273956 0.0140768 0.057047043
100.83 -42.722626 0.014875203 0.057023503
100.84 -42.127892 0.01582253 0.05700057
100.85 -41.485104 0.016950857 0.056978375
100.86 -40.789017 0.018301805 0.056957081
100.87 -40.033752 0.019929897 0.056936901
100.88 -39.212753 0.021907231 0.056918118
100.89 -38.318768 0.024330003 0.056901116
100.9 -37.343918 0.02732756 0.056886416
100.91 -36.279854 0.031074755 0.056874722
100.92 -35.118088 0.035808217 0.056867044
100.93 -33.85059 0.041846264 0.056864779
100.94 -32.470806 0.049609687 0.05686992
100.95 -30.975187 0.059635147 0.056885276
100.96 -29.365316 0.07256338 0.056914739
100.97 -27.650532 0.08907485 0.056963515
100.98 -25.850477 0.10974903 0.057038102
100.99 -23.996666 0.13486296 0.057145741
101 -22.131956 0.16421643 0.057293057
101.01 -20.307396 0.19710465 0.057484243
101.02 -18.576994 0.23247918 0.057719592
101.03 -16.991795 0.26920271 0.05799539
101.04 -15.594749 0.30625954 0.058305211
101.05 -14.417333 0.34285605 0.058641657
101.06 -13.478254 0.37842801 0.058997728
101.07 -12.784053 0.4126009 0.059367418
101.08 -12.331028 0.44513878 0.059745848
101.09 -12.10784 0.47589895 0.060129039
101.1 -12.098197 0.50479639 0.060513679
101.11 -12.283226 0.53177792 0.060896855
101.12 -12.643333 0.55680281 0.061275836
101.13 -13.15951 0.57982844 0.061647926
101.14 -13.814119 0.60079807 0.062010296
101.15 -14.591266 0.61963075 0.062359948
101.16 -15.476829 0.63621235 0.062693648
101.17 -16.458248 0.65038806 0.063007995
101.18 -17.524141 0.66195863 0.063299537
101.19 -18.663809 0.67068172 0.063564993
101.2 -19.866707 0.67628348 0.063801579
101.21 -21.121965 0.67848325 0.064007394
101.22 -22.418056 0.67703396 0.064181678
101.23 -23.742699 0.67177409 0.064325027
101.24 -25.083065 0.66268027 0.064439304
101.25 -26.426256 0.64990348 0.064527355
101.26 -27.759949 0.63377398 0.064592637
101.27 -29.073019 0.61477083 0.064638764
101.28 -30.356028 0.59346539 0.064669177
101.29 -31.60145 0.57045746 0.064686969
101.3 -32.803688 0.5463205 0.06469474
101.31 -33.958889 0.52156466 0.064694621
101.32 -35.064686 0.49661899 0.064688317
101.33 -36.119911 0.47182789 0.064677164
101.34 -37.124325 0.44745722 0.064662218
101.35 -38.078381 0.42370448 0.06464427
101.36 -38.983044 0.40071067 0.064623944
101.37 -39.839626 0.37857157 0.064601742
101.38 -40.649704 0.35734737 0.064578019
101.39 -41.415001 0.33707103 0.064553075
101.4 -42.137344 0.31775492 0.064527147
101.41 -42.818611 0.29939592 0.064500406
101.42 -43.460701 0.28197971 0.064473003
101.43 -44.065502 0.2654838 0.064445049
101.44 -44.634869 0.24987994 0.064416647
101.45 -45.170624 0.23513611 0.06438785
101.46 -45.674526 0.22121778 0.064358741
101.47 -46.148293 0.20808904 0.064329363
101.48 -46.593563 0.1957134 0.064299755
101.49 -47.011913 0.18405437 0.064269952
101.5 -47.404854 0.17307591 0.064239979
101.51 -47.773827 0.16274273 0.064209864
101.52 -48.120201 0.15302056 0.064179629
101.53 -48.445282 0.14387625 0.06414929
101.54 -48.750305 0.13527796 0.064118855
101.55 -49.036449 0.12719512 0.064088345
101.56 -49.304817 0.11959854 0.064057767
101.57 -49.556461 0.1124604 0.064027131
101.58 -49.792377 0.10575425 0.063996442
101.59 -50.013493 0.099454932 0.063965715
101.6 -50.220695 0.093538627 0.063934945
101.61 -50.414814 0.087982759 0.063904144
101.62 -50.596638 0.082765989 0.063873321
101.63 -50.766895 0.077868134 0.063842468
101.64 -50.926281 0.07327015 0.0638116
101.65 -51.075451 0.068954051 0.06378071
101.66 -51.215015 0.064902887 0.063749813
101.67 -51.345554 0.061100684 0.063718908
101.68 -51.467602 0.057532381 0.063687988
101.69 -51.581669 0.054183803 0.06365706
101.7 -51.688232 0.051041611 0.063626133
101.71 -51.787739 0.048093241 0.063595206
101.72 -51.880608 0.045326885 0.063564271
101.73 -51.967232 0.042731434 0.063533336
101.74 -52.047981 0.040296439 0.063502409
101.75 -52.123203 0.038012087 0.063471481
101.76 -52.193218 0.035869148 0.063440554
101.77 -52.258327 0.033858947 0.063409634
101.78 -52.318825 0.031973343 0.063378721
101.79 -52.374969 0.03020468 0.063347809
101.8 -52.42701 0.028545771 0.063316911
101.81 -52.475182 0.026989864 0.063286021
101.82 -52.519703 0.025530623 0.063255131
101.83 -52.560776 0.024162097 0.063224256
101.84 -52.598595 0.022878697 0.063193396
101.85 -52.633331 0.021675179 0.063162535
101.86 -52.665157 0.020546619 0.06313169
101.87 -52.694225 0.019488396 0.06310086
101.88 -52.72068 0.018496176 0.063070036
101.89 -52.744656 0.017565887 0.063039228
101.9 -52.766281 0.016693711 0.063008428
101.91 -52.785671 0.015876066 0.062977642
101.92 -52.802933 0.015109589 0.062946863
101.93 -52.818169 0.014391126 0.062916107
101.94 -52.831474 0.013717718 0.062885359
101.95 -52.842937 0.01308659 0.062854625
101.96 -52.852631 0.012495138 0.062823907
101.97 -52.860638 0.011940919 0.062793203
101.98 -52.86702 0.011421643 0.062762514
101.99 -52.871845 0.010935162 0.062731832
102 -52.875172 0.010479462 0.062701173
102.01 -52.877045 0.010052654 0.062670529
102.02 -52.877522 0.0096529648 0.062639892
102.03 -52.876644 0.0092787351 0.062609278
102.04 -52.874447 0.0089284079 0.062578678
102.05 -52.870972 0.0086005228 0.062548093
102.06 -52.866245 0.0082937116 0.062517524
102.07 -52.860302 0.0080066919 0.062486969
102.08 -52.853161 0.0077382633 0.062456433
102.09 -52.844849 0.0074872975 0.062425911
102.1 -52.835381 0.0072527407 0.062395409
102.11 -52.824772 0.0070336037 0.062364921
102.12 -52.813034 0.0068289605 0.062334452
102.13 -52.800179 0.0066379448 0.062303998
102.14 -52.786209 0.0064597437 0.062273562
102.15 -52.771133 0.0062935976 0.062243141
102.16 -52.754955 0.0061387951 0.062212739
102.17 -52.737663 0.005994671 0.062182356
102.18 -52.719265 0.0058606025 0.062151987
102.19 -52.699745 0.0057360078 0.062121641
102.2 -52.679104 0.0056203431 0.06209131
102.21 -52.657322 0.0055131 0.062060997
102.22 -52.634392 0.0054138042 0.062030703
102.23 -52.610294 0.0053220131 0.062000427
102.24 -52.585011 0.0052373135 0.061970171
102.25 -52.558525 0.0051593208 0.061939932
102.26 -52.530811 0.0050876779 0.061909717
102.27 -52.501842 0.0050220503 0.061879516
102.28 -52.471592 0.00496213 0.061849337
102.29 -52.440033 0.0049076299 0.061819177
102.3 -52.407124 0.0048582838 0.061789036
102.31 -52.372837 0.0048138471 0.061758917
102.32 -52.337132 0.0047740927 0.061728816
102.33 -52.299961 0.0047388123 0.061698738
102.34 -52.261288 0.0047078156 0.061668683
102.35 -52.221062 0.0046809283 0.061638646
102.36 -52.179234 0.0046579917 0.061608631
102.37 -52.13575 0.0046388628 0.061578639
102.38 -52.090549 0.0046234126 0.061548665
102.39 -52.043575 0.0046115275 0.061518718
102.4 -51.994759 0.0046031061 0.061488792
102.41 -51.944035 0.0045980616 0.061458889
102.42 -51.891327 0.0045963195 0.061429009
102.43 -51.836563 0.0045978185 0.061399154
102.44 -51.779655 0.0046025109 0.061369326
102.45 -51.720516 0.0046103601 0.06133952
102.46 -51.659058 0.0046213432 0.06130974
102.47 -51.595177 0.00463545 0.061279986
102.48 -51.52877 0.0046526827 0.061250258
102.49 -51.459728 0.0046730577 0.06122056
102.5 -51.387932 0.0046966039 0.061190885
102.51 -51.313251 0.004723365 0.061161242
102.52 -51.235558 0.0047533992 0.061131626
102.53 -51.154709 0.0047867801 0.061102044
102.54 -51.070549 0.0048235967 0.061072491
102.55 -50.982918 0.0048639569 0.061042968
102.56 -50.891644 0.0049079857 0.061013479
102.57 -50.796543 0.0049558287 0.060984023
102.58 -50.697414 0.005007653 0.060954604
102.59 -50.594048 0.0050636488 0.060925223
102.6 -50.486221 0.005124033 0.060895875
102.61 -50.373688 0.00518905 0.060866572
102.62 -50.256187 0.005258976 0.060837306
102.63 -50.133442 0.0053341221 0.060808085
102.64 -50.005146 0.0054148394 0.060778905
102.65 -49.870983 0.0055015208 0.060749777
102.66 -49.730595 0.0055946112 0.060720693
102.67 -49.583607 0.0056946096 0.060691666
102.68 -49.429611 0.0058020805 0.060662691
102.69 -49.268162 0.0059176595 0.060633775
102.7 -49.098778 0.0060420679 0.060604919
102.71 -48.92094 0.0061761211 0.06057613
102.72 -48.734074 0.006320748 0.060547411
102.73 -48.53756 0.0064770062 0.060518768
102.74 -48.330723 0.0066461051 0.060490202
102.75 -48.112816 0.0068294322 0.06046173
102.76 -47.88303 0.0070285839 0.060433347
102.77 -47.640469 0.0072454056 0.060405068
102.78 -47.384148 0.0074820393 0.060376905
102.79 -47.11298 0.0077409819 0.060348861
102.8 -46.825768 0.0080251582 0.060320955
102.81 -46.521179 0.0083380109 0.060293201
102.82 -46.197739 0.00868362 0.060265616
102.83 -45.853806 0.0090668388 0.060238216
102.84 -45.487545 0.0094934897 0.060211033
102.85 -45.096912 0.0099705933 0.060184091
102.86 -44.679619 0.010506681 0.060157426
102.87 -44.233089 0.011112198 0.06013108
102.88 -43.754433 0.011800038 0.060105108
102.89 -43.240402 0.012586242 0.060079571
102.9 -42.687332 0.013490961 0.060054548
102.91 -42.091084 0.014539738 0.06003014
102.92 -41.44701 0.015765272 0.060006477
102.93 -40.74987 0.017209845 0.059983723
102.94 -39.993797 0.018928684 0.059962098
102.95 -39.172241 0.020994665 0.05994188
102.96 -38.277996 0.023504833 0.059923459
102.97 -37.303219 0.026589464 0.059907354
102.98 -36.239628 0.030424388 0.059894282
102.99 -35.078815 0.035247155 0.059885252
103 -33.812881 0.041376751 0.059881672
103.01 -32.43541 0.049233962 0.059885535
103.02 -30.943033 0.059354059 0.059899654
103.03 -29.337542 0.072374128 0.059927918
103.04 -27.628456 0.088968031 0.059975512
103.05 -25.835548 0.10970619 0.060048897
103.06 -23.990345 0.13485681 0.060155239
103.07 -22.135561 0.16421513 0.060301084
103.08 -20.321936 0.19707872 0.060490545
103.09 -18.603045 0.23240715 0.060723886
103.1 -17.029453 0.26907283 0.060997427
103.11 -15.643655 0.30606806 0.061304804
103.12 -14.47676 0.34260425 0.061638687
103.13 -13.547235 0.37811929 0.06199212
103.14 -12.861505 0.41223893 0.062359132
103.15 -12.415874 0.44472641 0.062734842
103.16 -12.199092 0.47543749 0.063115269
103.17 -12.195007 0.5042854 0.063497074
103.18 -12.384913 0.53121477 0.063877329
103.19 -12.749387 0.55618268 0.064253278
103.2 -13.269568 0.5791437 0.064622171
103.21 -13.927955 0.60003811 0.064981163
103.22 -14.708744 0.61878127 0.06532722
103.23 -15.597876 0.6352551 0.065657072
103.24 -16.582809 0.64930052 0.065967314
103.25 -17.652138 0.66071379 0.066254474
103.26 -18.795095 0.66924894 0.066515319
103.27 -20.001032 0.67463028 0.066747136
103.28 -21.258949 0.6765784 0.066948101
103.29 -22.557177 0.67485213 0.067117587
103.3 -23.883312 0.66930103 0.067256302
103.31 -25.224459 0.65991741 0.067366205
103.32 -26.567703 0.64686984 0.067450233
103.33 -27.900787 0.63050514 0.067511857
103.34 -29.212709 0.6113143 0.067554682
103.35 -30.494198 0.58987463 0.067582138
103.36 -31.737907 0.56678617 0.067597248
103.37 -32.938408 0.54261822 0.067602575
103.38 -34.091999 0.517874 0.067600198
103.39 -35.196442 0.49297482 0.067591801
103.4 -36.250668 0.46825746 0.067578673
103.41 -37.254513 0.44398078 0.067561843
103.42 -38.208481 0.42033657 0.067542084
103.43 -39.113575 0.39746103 0.067520015
103.44 -39.971138 0.37544608 0.067496099
103.45 -40.782749 0.35434905 0.067470714
103.46 -41.550144 0.33420062 0.067444138
103.47 -42.275154 0.31501141 0.067416593
103.48 -42.959656 0.29677707 0.067388259
103.49 -43.605537 0.27948239 0.067359276
103.5 -44.21468 0.26310417 0.067329757
103.51 -44.788937 0.2476138 0.067299798
103.52 -45.330112 0.23297891 0.067269459
103.53 -45.839966 0.2191648 0.067238815
103.54 -46.320198 0.20613553 0.067207903
103.55 -46.772442 0.19385456 0.067176767
103.56 -47.198269 0.18228546 0.067145437
103.57 -47.599178 0.17139228 0.067113951
103.58 -47.976604 0.16113985 0.067082323
103.59 -48.331917 0.151494 0.067050576
103.6 -48.666405 0.14242177 0.067018725
103.61 -48.981312 0.13389142 0.066986784
103.62 -49.277802 0.12587258 0.066954769
103.63 -49.556984 0.11833622 0.066922687
103.64 -49.819904 0.11125466 0.066890553
103.65 -50.067558 0.10460161 0.066858366
103.66 -50.300873 0.098352082 0.066826135
103.67 -50.520741 0.092482395 0.066793866
103.68 -50.727989 0.086970136 0.066761568
103.69 -50.923405 0.081794098 0.066729248
103.7 -51.107727 0.076934233 0.066696897
103.71 -51.281654 0.072371624 0.066664532
103.72 -51.445843 0.06808842 0.066632152
103.73 -51.60091 0.064067781 0.066599756
103.74 -51.747437 0.060293846 0.066567346
103.75 -51.885975 0.056751668 0.066534936
103.76 -52.017033 0.053427171 0.066502512
103.77 -52.141098 0.050307106 0.066470087
103.78 -52.258629 0.047379009 0.066437654
103.79 -52.370049 0.044631153 0.066405222
103.8 -52.475765 0.042052511 0.066372789
103.81 -52.576153 0.039632715 0.066340357
103.82 -52.671574 0.037362013 0.066307932
103.83 -52.762356 0.035231251 0.0662755
103.84 -52.84882 0.033231817 0.066243075
103.85 -52.931259 0.031355627 0.066210657
103.86 -53.009956 0.029595077 0.066178247
103.87 -53.085171 0.027943039 0.066145837
103.88 -53.15715 0.026392808 0.066113435
103.89 -53.226124 0.024938092 0.06608104
103.9 -53.292316 0.023572981 0.066048652
103.91 -53.35593 0.022291929 0.066016272
103.92 -53.417156 0.021089725 0.065983899
103.93 -53.476181 0.019961482 0.065951541
103.94 -53.533176 0.018902611 0.065919183
103.95 -53.588303 0.017908804 0.06588684
103.96 -53.641712 0.016976019 0.065854505
103.97 -53.69355 0.016100461 0.065822184
103.98 -53.743954 0.01527857 0.065789871
103.99 -53.793045 0.014507006 0.065757565
104 -53.84095 0.013782633 0.065725267
104.01 -53.887779 0.013102509 0.065692984
104.02 -53.933643 0.012463874 0.065660715
104.03 -53.978645 0.01186414 0.065628454
104.04 -54.022877 0.011300874 0.065596201
104.05 -54.066429 0.010771799 0.065563962
104.06 -54.10939 0.010274776 0.065531738
104.07 -54.151844 0.0098077981 0.065499522
104.08 -54.193859 0.009368984 0.06546732
104.09 -54.235516 0.0089565674 0.065435126
104.1 -54.276882 0.0085688923 0.06540294
104.11 -54.318024 0.0082044052 0.065370776
104.12 -54.358997 0.0078616496 0.065338619
104.13 -54.399868 0.0075392579 0.06530647
104.14 -54.440693 0.007235948 0.065274335
104.15 -54.481518 0.0069505172 0.065242216
104.16 -54.5224 0.0066818381 0.065210104
104.17 -54.563385 0.0064288527 0.065178007
104.18 -54.604515 0.0061905691 0.065145925
104.19 -54.64584 0.0059660566 0.06511385
104.2 -54.687397 0.0057544424 0.065081783
104.21 -54.729229 0.0055549089 0.065049738
104.22 -54.77137 0.0053666881 0.0650177
104.23 -54.813858 0.0051890612 0.06498567
104.24 -54.856724 0.0050213533 0.064953655
104.25 -54.900002 0.0048629316 0.064921655
104.26 -54.943726 0.0047132033 0.064889662
104.27 -54.987919 0.0045716125 0.064857684
104.28 -55.032612 0.0044376375 0.064825721
104.29 -55.077835 0.00431079 0.064793766
104.3 -55.123608 0.0041906126 0.064761825
104.31 -55.16996 0.004076675 0.064729892
104.32 -55.216908 0.003968576 0.064697973
104.33 -55.264481 0.0038659382 0.06466607
104.34 -55.312691 0.0037684082 0.064634174
104.35 -55.361565 0.0036756557 0.064602293
104.36 -55.411114 0.0035873707 0.064570419
104.37 -55.461365 0.0035032628 0.064538561
104.38 -55.512325 0.0034230603 0.06450671
104.39 -55.564011 0.0033465086 0.064474873
104.4 -55.616444 0.0032733697 0.064443052
104.41 -55.669628 0.0032034207 0.064411238
104.42 -55.723583 0.0031364528 0.064379439
104.43 -55.778313 0.0030722711 0.064347647
104.44 -55.833836 0.003010693 0.06431587
104.45 -55.890156 0.002951548 0.064284101
104.46 -55.947285 0.0028946765 0.064252347
104.47 -56.005226 0.0028399297 0.0642206
104.48 -56.063992 0.0027871684 0.064188868
104.49 -56.123581 0.0027362627 0.064157151
104.5 -56.184002 0.0026870912 0.064125441
104.51 -56.245258 0.0026395414 0.064093746
104.52 -56.307354 0.0025935071 0.064062059
104.53 -56.370289 0.0025488907 0.064030387
104.54 -56.434063 0.0025056002 0.063998722
104.55 -56.49868 0.0024635508 0.063967071
104.56 -56.564133 0.0024226632 0.063935429
104.57 -56.630428 0.0023828635 0.063903801
104.58 -56.697556 0.002344084 0.063872181
104.59 -56.765511 0.0023062604 0.063840576
104.6 -56.834297 0.0022693346 0.063808985
104.61 -56.9039 0.0022332517 0.063777402
104.62 -56.974316 0.0021979613 0.063745826
104.63 -57.045536 0.0021634169 0.063714266
104.64 -57.117554 0.0021295752 0.06368272
104.65 -57.190357 0.0020963966 0.063651182
104.66 -57.263939 0.0020638446 0.063619658
104.67 -57.338284 0.0020318856 0.063588142
104.68 -57.41338 0.0020004883 0.063556641
104.69 -57.489216 0.0019696248 0.063525148
104.7 -57.565777 0.0019392687 0.063493669
104.71 -57.643044 0.0019093966 0.063462198
104.72 -57.721008 0.0018799866 0.063430741
104.73 -57.799644 0.0018510192 0.0633993
104.74 -57.878937 0.0018224764 0.063367866
104.75 -57.95887 0.001794342 0.063336439
104.76 -58.039425 0.0017666011 0.063305028
104.77 -58.120575 0.0017392408 0.063273631
104.78 -58.202305 0.0017122491 0.063242249
104.79 -58.284592 0.0016856153 0.063210867
104.8 -58.367409 0.0016593297 0.063179508
104.81 -58.450741 0.0016333843 0.063148156
104.82 -58.534554 0.001607771 0.063116819
104.83 -58.618828 0.0015824836 0.063085489
104.84 -58.703541 0.0015575161 0.063054174
104.85 -58.788662 0.0015328635 0.063022867
104.86 -58.874168 0.0015085211 0.062991574
104.87 -58.960033 0.0014844853 0.062960297
104.88 -59.046227 0.0014607529 0.062929027
104.89 -59.132721 0.001437321 0.062897772
104.9 -59.219486 0.0014141869 0.062866531
104.91 -59.306503 0.001391349 0.062835298
104.92 -59.39373 0.0013688056 0.062804081
104.93 -59.481148 0.0013465552 0.062772878
104.94 -59.568726 0.0013245967 0.062741682
104.95 -59.656429 0.0013029291 0.062710501
104.96 -59.744232 0.0012815519 0.062679328
104.97 -59.832108 0.0012604644 0.06264817
104.98 -59.920021 0.0012396661 0.062617026
104.99 -60.007942 0.0012191567 0.062585898
105 -60.095844 0.0011989358 0.062554777
105.01 -60.183701 0.001179003 0.06252367
105.02 -60.271473 0.0011593583 0.062492575
105.03 -60.359142 0.0011400013 0.062461495
105.04 -60.446671 0.0011209318 0.062430426
105.05 -60.534035 0.0011021494 0.062399372
105.06 -60.621204 0.0010836537 0.06236833
105.07 -60.708149 0.0010654443 0.062337298
105.08 -60.794842 0.0010475208 0.062306281
105.09 -60.88126 0.0010298823 0.062275279
105.1 -60.967369 0.0010125285 0.062244289
105.11 -61.053146 0.00099545857 0.062213309
105.12 -61.138565 0.00097867148 0.062182348
105.13 -61.223598 0.00096216635 0.062151395
105.14 -61.30822 0.00094594201 0.062120456
105.15 -61.39241 0.0009299973 0.062089533
105.16 -61.476143 0.00091433094 0.062058624
105.17 -61.559391 0.00089894136 0.062027723
105.18 -61.642136 0.00088382716 0.06199684
105.19 -61.724354 0.00086898654 0.061965968
105.2 -61.806023 0.0008544178 0.061935112
105.21 -61.887123 0.00084011897 0.061904266
105.22 -61.967632 0.00082608807 0.061873436
105.23 -62.047539 0.00081232301 0.06184262
105.24 -62.126812 0.00079882145 0.061811816
105.25 -62.205444 0.00078558119 0.061781026
105.26 -62.283413 0.00077259971 0.061750252
105.27 -62.360706 0.00075987447 0.061719488
105.28 -62.437302 0.00074740296 0.061688744
105.29 -62.513191 0.00073518237 0.061658006
105.3 -62.588356 0.00072320999 0.061627287
105.31 -62.662785 0.00071148295 0.06159658
105.32 -62.736465 0.00069999823 0.061565887
105.33 -62.809383 0.00068875292 0.061535209
105.34 -62.881535 0.00067774398 0.061504543
105.35 -62.9529 0.00066696823 0.061473891
105.36 -63.023472 0.00065642246 0.061443254
105.37 -63.093246 0.00064610358 0.061412632
105.38 -63.162212 0.00063600822 0.061382022
105.39 -63.230362 0.00062613317 0.06135143
105.4 -63.297688 0.00061647501 0.061320849
105.41 -63.364185 0.00060703047 0.061290279
105.42 -63.429852 0.00059779611 0.061259728
105.43 -63.494675 0.00058876857 0.061229192
105.44 -63.558659 0.0005799444 0.061198667
105.45 -63.621796 0.00057132024 0.061168157
105.46 -63.684082 0.00056289259 0.061137661
105.47 -63.745518 0.00055465801 0.061107177
105.48 -63.806103 0.00054661313 0.061076712
105.49 -63.865833 0.00053875451 0.061046258
105.5 -63.924713 0.00053107867 0.061015822
105.51 -63.982735 0.00052358228 0.060985398
105.52 -64.039909 0.00051626191 0.060954984
105.53 -64.09623 0.00050911412 0.06092459
105.54 -64.151695 0.00050213566 0.06089421
105.55 -64.206314 0.00049532315 0.060863841
105.56 -64.260094 0.00048867328 0.060833491
105.57 -64.313026 0.0004821828 0.060803153
105.58 -64.36512 0.00047584841 0.060772829
105.59 -64.416382 0.00046966691 0.06074252
105.6 -64.466812 0.00046363511 0.060712226
105.61 -64.516418 0.00045774985 0.060681943
105.62 -64.565201 0.00045200801 0.060651679
105.63 -64.613167 0.00044640654 0.060621426
105.64 -64.660324 0.00044094239 0.060591191
105.65 -64.706673 0.00043561254 0.060560968
105.66 -64.752228 0.00043041407 0.060530759
105.67 -64.796989 0.00042534407 0.060500566
105.68 -64.840973 0.00042039959 0.060470387
105.69 -64.884171 0.0004155779 0.060440224
105.7 -64.926598 0.00041087618 0.060410075
105.71 -64.968269 0.00040629166 0.060379941
105.72 -65.009178 0.00040182172 0.060349818
105.73 -65.049339 0.00039746362 0.060319714
105.74 -65.088768 0.00039321487 0.060289621
105.75 -65.127457 0.00038907281 0.060259543
105.76 -65.165428 0.000385035 0.06022948
105.77 -65.202682 0.00038109897 0.060199436
105.78 -65.239227 0.0003772623 0.060169403
105.79 -65.275078 0.00037352263 0.060139384
105.8 -65.310234 0.00036987764 0.060109377
105.81 -65.344711 0.00036632502 0.060079388
105.82 -65.378517 0.0003628626 0.060049415
105.83 -65.411659 0.00035948816 0.060019452
105.84 -65.444153 0.00035619954 0.059989508
105.85 -65.47599 0.00035299468 0.059959576
105.86 -65.507202 0.00034987155 0.059929661
105.87 -65.537781 0.00034682811 0.059899759
105.88 -65.567741 0.0003438624 0.059869871
105.89 -65.597099 0.0003409725 0.059840001
105.9 -65.625847 0.00033815656 0.059810143
105.91 -65.654015 0.00033541271 0.0597803
105.92 -65.681595 0.0003327392 0.059750471
105.93 -65.708603 0.00033013424 0.059720654
105.94 -65.735046 0.00032759612 0.059690855
105.95 -65.760933 0.0003251232 0.059661072
105.96 -65.786278 0.00032271384 0.059631299
105.97 -65.811081 0.00032036638 0.059601545
105.98 -65.835358 0.00031807934 0.059571803
105.99 -65.859116 0.00031585118 0.059542079
106 -65.882362 0.00031368039 0.059512366
106.01 -65.905106 0.00031156556 0.059482668
106.02 -65.927353 0.00030950521 0.059452984
106.03 -65.94912 0.00030749803 0.05942332
106.04 -65.970406 0.00030554266 0.059393667
106.05 -65.991226 0.00030363776 0.059364025
106.06 -66.011581 0.00030178204 0.059334401
106.07 -66.031487 0.00029997432 0.059304792
106.08 -66.050949 0.0002982133 0.059275199
106.09 -66.069977 0.00029649783 0.059245616
106.1 -66.088577 0.00029482675 0.059216052
106.11 -66.106758 0.00029319894 0.0591865
106.12 -66.124527 0.00029161328 0.059156965
106.13 -66.141884 0.00029006868 0.059127443
106.14 -66.158852 0.00028856416 0.059097935
106.15 -66.175423 0.00028709864 0.059068441
106.16 -66.19162 0.00028567112 0.059038963
106.17 -66.207436 0.00028428069 0.0590095
106.18 -66.222885 0.00028292637 0.058980051
106.19 -66.237976 0.00028160721 0.058950618
106.2 -66.252708 0.00028032236 0.058921196
106.21 -66.267097 0.00027907096 0.058891792
106.22 -66.281143 0.00027785209 0.058862403
106.23 -66.294861 0.00027666497 0.058833025
106.24 -66.30825 0.00027550879 0.058803663
106.25 -66.321312 0.00027438276 0.058774315
106.26 -66.334068 0.00027328613 0.058744986
106.27 -66.346512 0.00027221811 0.058715668
106.28 -66.358658 0.000271178 0.058686361
106.29 -66.370506 0.0002701651 0.058657072
106.3 -66.382065 0.00026917868 0.058627799
106.31 -66.393341 0.00026821811 0.058598541
106.32 -66.404343 0.00026728274 0.058569293
106.33 -66.41507 0.00026637191 0.058540065
106.34 -66.425529 0.00026548497 0.058510847
106.35 -66.435722 0.00026462137 0.058481645
106.36 -66.445663 0.0002637805 0.058452457
106.37 -66.45536 0.00026296178 0.058423284
106.38 -66.464806 0.00026216466 0.058394127
106.39 -66.474014 0.00026138857 0.058364984
106.4 -66.482986 0.00026063301 0.058335856
106.41 -66.491722 0.00025989747 0.058306739
106.42 -66.500244 0.0002591814 0.058277637
106.43 -66.508537 0.00025848436 0.058248553
106.44 -66.516617 0.00025780583 0.058219481
106.45 -66.52449 0.00025714538 0.058190424
106.46 -66.53215 0.00025650256 0.058161382
106.47 -66.539612 0.00025587689 0.058132354
106.48 -66.546875 0.00025526798 0.058103342
106.49 -66.55394 0.00025467537 0.05807434
106.5 -66.560822 0.00025409868 0.058045357
106.51 -66.567513 0.00025353752 0.058016386
106.52 -66.57402 0.00025299148 0.057987429
106.53 -66.580353 0.00025246019 0.057958487
106.54 -66.586517 0.0002519433 0.057929561
106.55 -66.592506 0.00025144045 0.057900649
